Singer,Text
Post.sun,"[Intro: Swae Lee]
Ayy, ayy, ayy, ayy (Ooh)
Ooh, ooh, ooh, ooh (Ooh)
Ayy, ayy
Ooh, ooh, ooh, ooh

[Verse 1: Swae Lee]
Needless to say, I keep it in check
She was a bad-bad, nevertheless (Yeah)
Callin' it quits now, baby, I'm a wreck (Wreck)
Crash at my place, baby, you're a wreck (Wreck)
Needless to say, I'm keeping in check
She was a bad-bad, nevertheless
Callin' it quits now, baby, I'm a wreck
Crash at my place, baby, you're a wreck
Thinkin' in a bad way, losin' your grip
Screamin' at my face, baby, don't trip
Someone took a big L, don't know how that felt
Lookin' at you sideways, party on tilt
Ooh-ooh, some things you just can't refuse
She wanna ride me like a cruise and I'm not tryna lose

[Chorus: Swae Lee]
Then you're left in the dust, unless I stuck by ya
You're a sunflower, I think your love would be too much
Or you'll be left in the dust, unless I stuck by ya
You're the sunflower, you're the sunflower
 

[Verse 2: Post Malone]
Every time I'm leavin' on ya (Ooh)
You don't make it easy, no (No, no)
Wish I could be there for ya (Ooh)
Give me a reason to, oh (Oh)
Every time I'm walkin' out (Oh)
I can hear you tellin' me to turn around (Oh, oh)
Fightin' for my trust and you won't back down (No)
Even if we gotta risk it all right now, oh (Now)
I know you're scared of the unknown (Known)
You don't wanna be alone (Alone)
I know I always come and go (And go)
But it's out of my control

[Chorus: Post Malone]
And you'll be left in the dust, unless I stuck by ya
You're the sunflower, I think your love would be too much
Or you'll be left in the dust, unless I stuck by ya
You're the sunflower, you're the sunflower (Yeah)"
Post.sun,This video is awesome!  The song was bananas!  As far as how great it was.  Sunflower is a major work of art.  It is a masterpiece.  Post Malone is the truth!
Post.sun,Its really good with spider man to the spider vers
Post.sun,This song litteraly kills bad mood
Post.sun,This song killing me day by day<U+0001F480><U+2620><U+FE0F><U+0001F600><U+0001F602><U+0001F923><U+0001F642><U+0001F619><U+0001F609><U+0001F60E>
Post.sun,post malone looks rich and poor at they same time
Post.sun,this is what i like man no asss no twerking just 2 dudes doing what love. no homo xd
Post.sun,I love this one im so proud of this song. _x
Post.sun,This song is straight amazing
Post.sun,I love this song so much but have you guys heard Swae Lee live?<U+0001F602><U+0001F602> omg noooo
Post.sun,"Hey Post Malone, we did a cover. Hope you like it."
Post.sun,Bruh anyone see cmskits version of this <U+0001F480><U+0001F480>
Post.sun,"Swae Lee's voice is so smooth. This song is so good, but I hate that it's short."
Post.sun,Good Vibes
Post.sun,11 facts you didn't know about post malone. now on our channel
Post.sun,"Best song ever
It's a song u would never be fed up with even tho u would listen to it ,like a million times"
Post.sun,"Like = Sunflower 
Comment = Despacito"
Post.sun,1:52 When your best friend from school is going to another school
Post.sun,I wished this song was longer. It puts you in such a good mood.
Post.sun,THIS SONG IS My Favorite .......Love It .hearitplayitsingit
Post.sun,"Random person- Sings Despacito
Me- Sings Sunflower"
Post.sun,My fave part is ¡°you be left in the dust unless I stuck by ya¡±
Post.sun,"I am Fighting for my trust and i won't back down <U+0001F525><U+0001F525><U+0001F525>
<U+2B07><U+FE0F>"
Post.sun,Am I the only one thinking post and swae should make a collab album??
Post.sun,I watch everyday and it is stuck in my head
Post.sun,"I don't know how many times I come here to hear Sunflower and just get stuck here until my network tells me my data is depleted. 

I<U+0001F493>this song a lot."
Post.sun,Cade os BR<U+0001F1E7><U+0001F1F7><U+0001F918><U+0001F3FB>
Post.sun,Beautiful song just amazing<U+2764><U+2764><U+0001F64F><U+0001F64F><U+0001F44F><U+0001F44F>
Post.sun,Improvise Adapt overcome....
Post.sun,"<U+0001F49B>still gonna be banging¡¯ all summer 2019<U+0001F62D><U+203C><U+FE0F><U+2600><U+FE0F><U+0001F32C><U+0001F334>
<U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B><U+0001F33B>"
Post.sun,"Swae lee = miles
Post Malone = peter b parker

Also I love both of they're hair"
Post.sun,I didn't like the part after 2:03
Post.sun,"My fav everyday thing to do first:
LISTEN TO POST MALONE CUZ HES MY FAVORITE RAPPER"
Post.sun,"this is how many times a day you listen to Posty

<U+0001F447>"
Post.sun,"0%bad  words  
0%sexual 
100%ciggaratte"
Post.sun,Post malone ur the best bro
Post.sun,Literally can't stop listening to this song its so<U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525>
Post.sun,This song is great stuck in my head
Post.sun,The whole song is a constant mood I love it <U+0001F60D>
Post.sun,Who else has sunflower on their spotify playlist??
Post.sun,"This song <U+2764> 
0% talking about sex 
50%song 
50%fellings 
100% talent<U+0001F497>"
Post.sun,Man that song couldn't be long enough!!
Post.sun,"sunflower is my favourite song
really
..."
Post.sun,"Post Malone's a really great singer.
You can't stop listening to him."
Post.sun,"Who¡¯s still vibing to this song in 2019??
Make this blue
<U+0001F447><U+0001F3FD>"
Post.sun,Needless to say I keep a <U+2714><U+FE0F> she was all bad bad nevertheless <U+0001F4DE> it quits na baby ima wreck
Post.sun,"I love u Post Malone.I have listened all your songs
You are my best singer"
Post.sun,I think your love would be too much<U+0001F60D>
Post.sun,2 Kings of Melody <U+0001F33B>
Post.sun,Not gonna lie I wasn¡¯t a fan of post at first with white Iverson. But I have grown to like him now. Looks like a humble person who just goes with the flow. Stay humble G.
Post.sun,Swae has the voice of an angel
Post.sun,Sunflower thank you swa lee
Post.sun,Like love <U+2764> sunflower<U+2764>
Post.sun,Swae has such a nice voice <U+0001F929>
Post.sun,<U+0001F495>Beautiful awesome music video song <U+0001F495>(<U+0001F31F>sunflower<U+0001F31F>)<U+0001F495> just beautiful thank you for sharing Prince Post<U+2764><U+0001F451><U+0001F466><U+2764> Malone forever god bless you always true rock<U+0001F31F>star legend Post <U+2764><U+0001F451><U+0001F466><U+2764>Malone forever<U+0001F495><U+2604><U+2764><U+2604><U+0001F495><U+2604><U+2764><U+2604><U+0001F495><U+2604><U+2764><U+2604><U+0001F495><U+2604><U+2764><U+2604><U+0001F495>
Post.sun,Your the sunflower your the sunflower <U+0001F33B>
Post.sun,Lift me up yes
Post.sun,"0% strippers
2% ciggaretts and swae's weed. let down
100% talent"
Post.sun,this song gives off a crazy vibe
Post.sun,And post Malone has a best voice
Post.sun,SO BEAUTIFUL SONG.<U+0001F606><U+0001F606><U+0001F60D><U+0001F60D>
Post.sun,This should have a guitar riff and make in 30 seconds longer.
Post.sun,RIP to my big brother Patrick Acosta<U+0001F33B>I love you man forever<U+0001F33B>
Post.sun,Use me as a ¡°Post Malone can¡¯t make bad music¡± button
Post.sun,whats he going to do when his balls drop?
Post.sun,úüð©äñ(^¡ä^)/
Post.sun,Ill never get tired listening to this<U+0001F44C><U+2764>
Post.sun,"<3 <3 <3 <3 <3 <3 <3 <3
Then you're left in the dust
Unless I stuck by ya
You're a sunflower
I think your love would be too much
Or you'll be left in the dust
Unless I stuck by ya
You're the sunflower
You're the sunflower
<3 <3 <3 <3 <3 <3 <3 <3"
Post.sun,"Only defect of the song is 








It has an end"
Post.sun,His Dylan cover was incredible..
Post.sun,Post Malone & Bone Thugs n 'HARMONY' collaboration????
Post.sun,this is just fantastic  I have goosebumps!!
Post.sun,"No Joke, I found the song by typing e e e e u u u u"
Post.sun,"Who¡¯s here before 1 million?

Edit: thanks for all the likes <U+0001F920>"
Post.sun,I say music like this is the next future of music to me
Post.sun,"Personally my most favorite song from both Swae Lee and Post Malone!

Someone should make a Greninja edition with that song."
Post.sun,This song is lit <U+0001F525><U+0001F525><U+0001F525>
Post.sun,I LOVE SWAE LEE SO MUCH
Post.sun,This is a whole bop<U+270C><U+0001F3FD>
Post.sun,"Deference emotions that people experience when music is playing , calm or excite; it can motivate, 
uniting worshipers in peace and devotion, or driving people into battle with the sound of drum .
For me I cry every time this song is playing ."
Post.sun,"Post Malone = Dark
Swae Lee = Daequan
they sing sunflower and this is how it turns out"
Post.sun,thank u for making my bf and my mood better
Post.sun,Amor demais<U+0001F1E7><U+0001F1F7> por essa cancao!<U+0001F970>
Post.sun,What a way to start 2k19 babyyy! Post Malone x Swae Lee <3
Post.sun,Post Malone voce e sensacional <U+0001F601>
Post.sun,"Very catchy tune, stuck in my head!!!The Beats Headphones..that explains the lack of high frequencies on this track :)"
Post.sun,Everyo everyone loves this song<U+0001F496>
Post.sun,Post Malone inspired me to start making Music again - I aspire to make a song with him some day. Mark my words!
Post.sun,After watching the movie this song is 10x better
Post.sun,This was a MASTERPIECE  they made.
Post.sun,Why is this song always in my mind
Post.sun,He smokes 24/7 and still has a good voice lol
Post.sun,0:47 how he says ¡°too much¡± is sounding weird and I weirdly love it lol
Post.sun,This song makes me show an emotion that doesn¡¯t exist...
Post.sun,"I LOVE THE VIBES OFF THIS SONG AND VIDEO: AMAZING WORK DONE
 BY POST MALONE AND SWAE LEE"
Post.sun,These guys man. Wow!
Post.sun,ConGratUlatIons I¡¯m Happy You made my life better
Post.sun,I love this song MAKE MY HAPPY xD
Post.sun,Like if swae lee is better than lil pump
Post.sun,"You are my sunflower,posty <U+0001F33B><U+2763><U+0001F451>"
Post.sun,"The sang together on spoil my night and sunflower (both amazing)
They make a good song partnership"
Post.sun,úüð©äñ on his t shirt
Post.sun,I m in loveeeee by the <U+0001F33B> of u
Post.sun,The black and white video suits with the melody and mood <U+0001F60D>
Post.sun,Is none gonna talk about how swae looks AND sounds 14 but actually is 23
Post.sun,"alternative rap? pop? idfk man, but it's good"
Post.sun,"...I know you're scared of the unknown bot you'll never be alone when you're in your zone...
¢Ø<U+FE0F><U+2B06><U+FE0F>¢Ö<U+FE0F>
<U+2B05><U+FE0F><U+0001F916><U+27A1><U+FE0F>
¢×<U+FE0F><U+2B07><U+FE0F>¢Ù<U+FE0F>"
Post.sun,"At the end of year 6 imma sing this to my crush at the prom if ur reading this crush alisha I <U+0001F49C> u
<U+0001F618><U+0001F618>"
Post.sun,It may only be 2 minutes but the lyrics and the beat make it by far the best 2 minutes song out there
Post.sun,Man I love this song.
Post.sun,Post Malone your favorite basketball team
Post.sun,"Don't like rap, pop, rnb, etc. 
This song is amazing tbh"
Post.sun,My mom works at elite ink tattoos and they did post Malone guitar cover.
Post.sun,can you believe this song is so iconic that they named a plant after it?
Post.sun,puado  ocupar  Post Malone & Swae Lee - Girasol
Post.sun,"Great song, boys! <U+2764>"
Post.sun,Love this!  Biggest fan ever!  ¢¾<U+FE0F>
Post.sun,Making trouble<U+0001F602><U+0001F602><U+0001F602>
Post.sun,"People calling this a song, no fam this is a VIBE"
Post.sun,I know this song of by heart ^-^ xx keep up the good work post Malone!
Post.sun,1.25 sounds good too
Post.sun,Salve top music love You song  BR
Post.sun,Malone fans hit the like button.
Post.sun,Smooth... I can't think of another word to accurately describe this track.
Post.sun,It took a long time just to make a three minute song <U+0001F620>
Post.sun,"Has swae Lee heard of the shoulder touch 




Hey"
Post.sun,"THE BEST.. <U+0001F49D><U+0001F49D><U+0001F49D>
MALONE...<U+0001F49D><U+0001F49D><U+0001F49D><U+0001F49D><U+0001F49D>"
Post.sun,omg I love you
Post.sun,I love this song OMG it's the first time I replay a song like that <U+0001F60D>
Post.sun,Love it <U+0001F60D>
Post.sun,I am biggest fan of post molone
Post.sun,People who made sunflower are amazing
Post.sun,"Who music do u like better


Like= post Malone 
Comment=6ix9ine



Omg thanks for all the like I Like post more too ¢¾<U+FE0F>"
Post.sun,I listened to this song everyday and when I'm thinking of a girl
Post.sun,He was on Fear Factor...Im over here broo......¡¿100 My mom like how many times you goin to say bro
Post.sun,Such good harmonies <U+0001F60A>
Post.sun,Absolutely brilliant tune
Post.sun,"Like: Post Malone
Comment: Lil Pump"
Post.sun,"I will reply to this comment after 10 years,wait for it"
Post.sun,"Over 9k dislikes, my god this world's full of unnecessary hate"
Post.sun,Post Malone looks high Everytime he records a song
Post.sun,This sounds quite good in x1.75 speed
Post.sun,"This isn't a song, it's a VIBE"
Post.sun,Post Malone's voice is <U+2764><U+2764><U+0001F60D><U+0001F60D>
Post.sun,The best singer I have ever heard in Hollywood cheer up for post Malone
Post.sun,yoer the sun flower <U+0001F60D>
Post.sun,ITS TOO SHORT
Post.sun,swae lee really is the king of melodies
Post.sun,Comen below love music yes no
Post.sun,Listen to this in 1.25x speed
Post.sun,úüð©äñ<U+0001F49B><U+0001F9E1>
Post.sun,GO FLEX + SUNFLOWER= <3
Post.sun,Two of the best personalities combined:]
Post.sun,I love this SONG!!!!!!!<U+0001F605><U+0001F605><U+0001F600> cool right <U+0001F60E>
Post.sun,úüð©äñ! WoW
Post.sun,this ayy ayy ayy was amazing! I come back every time to listen again.<U+2764><U+FE0F>
Post.sun,short song but amazimg keep it up bro.
Post.sun,"To everybody trying to reach their dreams, I wish y'all good luck... <U+2764>"
Post.sun,I Love This Song<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> Best Song I Ever Heard<U+2764><U+FE0F>
Post.sun,I love music <U+2764><U+FE0F>
Post.sun,Before I knew it was swae lee I thought it was some white dude
Post.sun,Voce e um Girassol <U+0001F33B>
Post.sun,I need an acoustic version in my life. I love this song
Post.sun,THIS SONG STILL PLAYING IN MY HEAD FOR 100x
Post.sun,why am I just now hearing this?!!? ¢¾¢¾¢¾
Post.sun,"2019 anyone <U+0001F525><U+0001F525><U+0001F525>
<U+2B07><U+FE0F>"
Post.sun,I feel tyler josheph is the LEAST high out every singer      Band: twenty one pilots
Post.sun,"Swae Lee and Posty it¡¯s a legendary duo 


Like if you agree"
Post.sun,These guys should do a full Album..  12-14 tracks.. <U+0001F64F><U+0001F4AF><U+0001F525><U+0001F525><U+0001F525>
Post.sun,Crying my eyes out right now as i sit and watch your kindness! Beautiful and inspiring to say the least! Love yah Big Bro
Post.sun,genius of the subtitles
Post.sun,Swae Lee's voice oh my God!!!! damn so beautiful
Post.sun,"Before million views!





You are so cute."
Post.sun,"0:30 Swae gets the words wrong. Well, forgets a word. kinda foreshadowing their live performance <U+0001F602>"
Ariana,This called me poor in 99 different languages
Ariana,"I see it,
I like it,
I want it,
I check the price,
I put it back ;-;"
Ariana,"I see it<U+2705>
I like it<U+2705>
I want it<U+2705>






Can¡¯t get it<U+0001F6AB><U+0001F926><U+0001F3FB><U+200D>¡Ï<U+FE0F>.       I unable to can, lmao"
Ariana,"Lil Pump: Ain't no one flex hard like me!

Ariana: Hold my Rings."
Ariana,When the class average on the test is an 72 and you got an 73
Ariana,my bank account has left the chat
Ariana,"I see it
I like it
I want it 
Checks price 
Thank u, NEXT!"
Ariana,".

.

.

.
You liked my comment, Gee thanks just typed it."
Ariana,"Hey Ariana, we did a cover. Hope you love it. Can't wait to see you on tour."
Ariana,Why do I feel broke after watching this<U+0001F625><U+0001F914><U+0001F602>
Ariana,This makes me wanna flip my hair and flip everyone off
Ariana,Metti like se sei italiano <U+0001F60D><U+0001F618><U+0001F618><U+0001F60D><U+0001F1EE><U+0001F1F9><U+0001F1EE><U+0001F1F9><U+0001F1EE><U+0001F1F9>
Ariana,Who's watching before the 1B mark<U+0001F60D>
Ariana,"Im poor but I still like it haha, here before 1B! Who has some more music for my playlist worth listening to? I also love Sky Parox-voices of the forest, and Seven Lions-dreamin"
Ariana,"2009: 7 things Miley suffering for Love. 
2019: 7 rings Ariana. Suffering for money. 
I am suffering for both hahhaah"
Ariana,I've never felt so Poor  <U+0001F602><U+0001F602><U+0001F602>
Ariana,"1:24 Girl, your hair is way too long"
Ariana,"You like my car? Gee thanks, just rented it<U+0001F60D>"
Ariana,"I showed this to my Honda Accord.




It's still a damn Honda Accord."
Ariana,"I see it 
I like it 
I want it 
Checks price tag 
Put it back 
Thank u , next"
Ariana,I'm too broke for 'I want it I got it' lifestyle
Ariana,when you realize that this is the same house used in the 5sos She¡¯s Kinda Hot video<U+0001F975><U+0001F92D>
Ariana,"ATM Machines?
A-utomated
T-eller
M-achine
Machines<U+0001F602><U+0001F602>"
Ariana,"Ariana: You like my hair? Gee, thanks, just bought it

Me: [...] who the f*** buys hair anyway?"
Ariana,"Tu est trop drole sur la serie de Sam et Cat ...
<U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618><U+0001F618>"
Ariana,"I see it,
I like it, 
I want it,
CaN't BuY iT."
Ariana,She is a very wonderful goddess. ¢¾Heart<U+0001F63B><U+0001F63B><U+0001F648>
Ariana,World has enough for man's need but not for one man's greed. This dialogue comes to mind whenever i watch this.
Ariana,"I showed this to my $1.00 bank account




Now it's $1,000,000"
Ariana,NTLTC 800 millions <U+0001F4A7>and 7 rings 500 millions coming soon <U+0001F48D><U+0001F484><U+0001F64C>
Ariana,"I see it
I like it
I want it
I have to wait for sales to buy it"
Ariana,"Me: Mom have you heard Ari's new song 
Mom:no
Me: * picks up Gucci * I see it I like it I want it I got it
Mom: check the price
Me: thank you next"
Ariana,"Eu entrei<U+2705>
Experimentei<U+2705>
Serviu, comprei<U+2705>

Brasileiros de plantao<U+2764>"
Ariana,Me when I buy a skin in fortnite
Ariana,2:21 Okay am i the only one who say whis? ITS A JAPANESE 7!! :O IM JUNGSHOOK RN!!
Ariana,me when I'm wearing fake gucci
Ariana,"Ariana Grande-yuh <U+26A1>
Camila-na na na <U+0001F478>
Taylor swift-me hee hee <U+0001F31F>
Billie ellish-duh <U+0001F525>
Bebe Rexha-hurrahhh <U+0001F497>¢¾<U+FE0F>"
Ariana,"Directors: theme of this song? 
Ariana: Doggy style and P!NK !! <U+0001F60D>"
Ariana,"I see it
I like it
I want it
*see's the price tag
Thank you next"
Ariana,"Drunk Ariana: Lets make a music video! <U+0001F31A>

Ariana's Bestie: Yass lets show your fans how rich you are. <U+0001F31A>"
Ariana,When your parents give you 5 dollars and you act like a millionaire .
Ariana,¬¬¬ä¬à ¬Ú¬ë¬Ö¬ä ¬â¬å¬ã¬ã¬Ü¬Ú¬Û ¬Ü¬à¬Þ¬Þ¬Ö¬ß¬ä¬Ñ¬â¬Ú¬Û ¬á¬à¬Ù¬Õ¬â¬Ñ¬Ó¬Ý¬ñ¬ð <U+0001F973> ¬ä¬í ¬ß¬Ñ¬ê¬×¬Ý
Ariana,"me: does this mean im rich?
looks in bank acount* OMG I HAVE 1.00"
Ariana,Me singing this with -44$ as my bank account balance.
Ariana,It¡¯s incredible how the views keep raising on this video<U+0001F631>
Ariana,when you hang out with Nicki Minaj too much
Ariana,"People are singing this song with $1.--  in bank account but

I dont even have bank account..
And i love this song<U+0001F60B>"
Ariana,"No  * Mike @

I¡¯m Addicted 2 UuuU .... Eightish (Threehunet)

<U+2014><U+2014><U+2014><U+2014>> Outta My Mind <<U+2014><U+2014><U+2014><U+2014> Ryan Leslie *

[[[[  .... EXstacy .... ]]]]"
Ariana,"The beginning music is the same as in <U+201E>thank you, next¡°"
Ariana,"LIKE SI ERES LATINO <U+0001F525><U+0001F525><U+2764><U+FE0F>

Soy un YouTuber y Saludo a los que apoyen Bastante , ENSERIO <U+2B50>"
Ariana,wow im poor
Ariana,"LIKE SI ERES LATINO <U+0001F525><U+0001F525><U+2764><U+FE0F>

Soy un YouTuber y Saludo a los que apoyen Bastante , ENSERIO <U+2B50>"
Ariana,I like the  music the Ariana grande <U+0001F60D><U+0001F618><U+0001F618><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D>
Ariana,Ariana grande feat. Nicki Minaj ( OFFICIAL MUSIC VIDEO ) [ remix ]
Ariana,Most beautiful song for this year<U+0001F497>
Ariana,Me shopping at Target.
Ariana,This is literally the opposite of Royals by Lorde
Ariana,Me when my mum give me sum dollars to buys smth in the market
Ariana,we know we all got flexed on real hard but its totally okay
Ariana,You are surely obsessed with yuh yuh...<U+0001F602><U+0001F602><U+0001F602>
Ariana,"I see it,
I like it,
I stole it,
I got arrested"
Ariana,"Breakfast and Tiffany¡¯s and bottles of bubbles
Girls with tattoos who like getting in trouble 
Lashes and diamonds ATM machines
Buy myself all of my favorite things (yeah) 
Been through some bad s**t I should be a sad b***h 
Who would have thought it turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing (yeah)"
Ariana,"When your acne starts to clear up. 
¡°The way it shine I know you seen it¡±"
Ariana,"you like my hair? gee thanks, just bought it"
Ariana,"All
The girls
Are on me
DAMN
Every
Body
Pay
Attention
This
Right here
is my
Pretty Boy Swag"
Ariana,Thank you next has left the chat
Ariana,This sounds like My Favorite Things - Julie Andrews- Sound of Music <U+0001F923><U+0001F923>
Ariana,The sound of music is a lot more edgy than I remember...
Ariana,I see it I like it I want it I cheek my wallet never mind
Ariana,My Mother  <U+2014><U+2014><U+2014>>ON <<U+2014><U+2014><U+2014> * hair !! The Waste  [[  Jenner  ]] .... !! @ <U+0001F440> @
Ariana,"NEVER FELT SO POOR IN MY ENTIRE LIFE.
EDIT: Thanks for 2.3k likes!!!"
Ariana,"7 rings
7 years
7 days 
7 up 
and the last 7 is


Cristiano Ronaldo
7 is the lucky number"
Ariana,"Director: How many men¡¯s do you want in the video?

Ariana: No"
Ariana,"I want it I got it, I want it I got it,
I want it I got it........

Let's see, I need a girlfriend.
Regard me as Ariana: will you marry me?<U+0001F60F>"
Ariana,Ion know how this has more views than ¡°break up with your boyfriend cause I¡¯m bored¡±<U+0001F926><U+0001F3FE><U+200D>¡Î<U+FE0F><U+0001F926><U+0001F3FE><U+200D>¡Î<U+FE0F>
Ariana,nobody's wig is safe at this point
Ariana,"1. I wake up
2. I saw Ari
3. We got a photo
4. I got mad

2,3,1,4."
Ariana,"¬°¬ã¬í ¬á¬à¬ã¬ä¬ä¬í ¬Ý¬Ñ¬Û¬Ü¬ä¬Ñ¬á <U+04E9>¬ä<U+0456>¬ß¬Õ¬Ö¬â¬ë, ¬Ú¬ß¬Ô¬Ý¬Ú¬ê ¬ç¬Ñ¬Ý<U+049B>¬í ¬Þ¬Ö¬ß<U+0456> ¬Ü<U+04AF>¬ê¬ä<U+0456> ¬á¬à¬ã¬ä ¬Ø¬Ñ¬Ù¬ã¬í¬ß ¬Õ¬Ö¬á <U+049B>¬Ñ¬Ý¬ã¬í¬ß"
Ariana,"At gucci stor:
I see it
I like it
I want it
I put it back because im poor"
Ariana,"Ariana: I should make a new song
Director: About what?
Ariana: I haven't flexed in one of my songs in a while
Director: consider it done"
Ariana,"This song should just be called You're broke , I'm not"
Ariana,This song just gets better everytime i listen to it<U+0001F60D><U+0001F60D><U+0001F60D>
Ariana,"Lil Tay: IM ONLY 9 YEARS OLD AND I CAN AFFORD A LAMBORGHINI 

Ariana Grande: sis i- hold my rings"
Ariana,"<U+2554>¦¯¦®<U+2566>¦¬¦¬<U+2566>¦¯<U+2554>¦¯<U+2554>¦¬¦¬<U+2557>
<U+2551>¦±¦°<U+2551>¦±¦¬<U+2563>¦­<U+2551>¦­<U+2551>XX <U+2551>
<U+2551>¦®¦¯<U+2551>¦®¦¬<U+2563>¦±<U+2563>¦±<U+2563><U+2570><U+256F><U+2551>
<U+255A>¦°¦±<U+2569>¦¬¦¬<U+2569>¦¬<U+2569>¦¬<U+2569>alone"
Ariana,I feel she is calling me broke
Ariana,Is it legal to listen to this song when all thats in your pocket is 2 crumpled dollars?
Ariana,Are there subtitles because I speak broke
Ariana,I love your singing and I love your hair it is so beautiful .I love Nick to she is so beautiful as well .I love both of y'all .
Ariana,"Real Arianators? like <U+2764>
<U+0001F447>"
Ariana,"Yeah, still own 70k Charger Hellcat:)"
Ariana,"Me : I see, I like it , I want it , I got- 
Mom : no. 
Me : but- 
Mom : NO. 
Me :okay, thank u , next and no tears left to cry..."
Ariana,Good singer i follow you because I love u ...I¡¯m from Thailand <U+0001F1F9><U+0001F1ED>
Ariana,"Roses are red
Violets are blue
This song is awesome 
And Ariana is too."
Ariana,"you see it
i like it
you want it
i got it
I LAUGH IN YOUR FACE!!!!  IN REAL LIFE I WOULD DO THIS"
Ariana,"no one while watching :
me while watching this: BONER TIME"
Ariana,"Ari: I want it, I got it.
Me: I want it, can't have it.



Edit: Oml...tks for the likes.xx"
Ariana,"Ariana: my gloss is poppin'
I THINK WERE ALL POPPIN"
Ariana,Me Walking Through School Halls With Fake Airpods ...
Ariana,Your songs is Very Very Very Very Very beautiful.... And your hair is xoss..l am crush with your hair.... I am trying for this hair....I love you so......much ............. ARI SIS........
Ariana,this vid deserves 1B views!! let¡¯s try before 2020<U+0001F92A>
Ariana,Me when I get extra guacamole at chipotle
Ariana,"You like my hair? Gee thanks, just bought it<U+2764><U+0001F600> i love that part"
Ariana,"Her: ~Who Woulda thought to turn me into a Savage~
Me: ur career Pffffffff"
Ariana,You destroyed a perfect song. FTW Big Brovaz - Favorite things
Ariana,wow i got 1 cent this song expresses it all THANK YOU NEXT
Ariana,When ur mom say u can keep the 5$ dollar change
Ariana,"The best music never ever forever .<U+0001F618>
You in the nickelodeon sam & cat you the best"
Ariana,"I am poor, but im still singing this lol! any other music worth listening to? I also like Sky Parox-voices of the forest, and Seven Lions-dreamin"
Ariana,"Me: Ariana What was that? 7 rings?
Ariana Grande: Yep
Me: omg :o"
Ariana,"I want it
Look at it 
Mom: gets belt 
Me: puts it back<U+0001F611><U+0001F611>"
Ariana,"it's kinda an ariana grande and nicki minaj collab, but only ari is in in. I love it."
Ariana,"[[  2  ]]  SteaL SOmeOnes Mojo *  .. is Two Take away There  [[. entity  .]]

I RaTher SpoiL My Six Cheeckas With My Richie¡¯s ..... Good Times ( ? )"
Ariana,Bro tbh im more rich than her lol stop weird flexers
Ariana,ARIANNA IS SI PRETTY I WANT TO BE HER!!!! LOVE YOU ARI<U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>
Ariana,LOVE U ARIANA i accidentally call my friend that cus her name is Ariana ur my fav I watch ur videos over and over ur have great singing and dances
Ariana,Me when I get paid
Ariana,415M??? Last week it was like 275M WTH
Ariana,"Ariana Grande: I want it, I got it



Mrbeast:
Hold my bank account"
Ariana,"I just bought yesterday 7 rings and 7 chains 24 carat and I was in love with my new shopping and when I went to show the rings and the chains to my family I woke up and I get disappointed  .....
That's so rude by the dream side !!!"
Ariana,SHE WANT IT SHE GOT IT ! <U+0001F496><U+2764><U+FE0F><U+0001F49B><U+0001F493><U+0001F498><U+0001F49D><U+2763><U+FE0F><U+0001F497><U+0001F49E><U+0001F49E><U+0001F49F><U+0001F499><U+0001F495><U+0001F495><U+0001F49C><U+0001F49A><U+0001F5A4>
Ariana,3 minutes of Ariana Grande calling us poor
Ariana,I watch this video way too much. I got to stop. Getting in too deep.
Ariana,Me : I want it I save it  on sale yet can't pay it .
Ariana,"So she said stack up like my ass, is this metaphorical cuz I hate to be that guy rn"
Ariana,"I see it,
I like it,
I want it,
I check the price,
THANK U NEXT"
Ariana,when u buy apple airpods
Ariana,I love u so much Ariana! U r the best! I¡¯m ur biggest fan! I memorized 7 rings and now I can sing!
Ariana,"¬­¬Ñ¬Û¬Ü¬ß¬Ú¬ä¬Ö, ¬é¬ä¬à¬Ò¬í ¬Ñ¬ß¬Ô¬Ý¬Ú¬é¬Ñ¬ß¬Ú ¬á¬à¬Õ¬å¬Þ¬Ñ¬Ý¬Ú,  ¬é¬ä¬à ¬ñ ¬ß¬Ñ¬á¬Ú¬ã¬Ñ¬Ý¬Ñ ¬é¬ä¬à ¬ä¬à ¬Ü¬â¬å¬ä¬à¬Ö <U+0001F923><U+0001F937><U+200D>¡Ï<U+FE0F>"
Ariana,My phone flew out of my hands and cracked just from how much I was jamming to this song. <U+0001F61D><U+0001F61D><U+0001F61D><U+0001F602><U+0001F602>
Ariana,Thank You for My Favourite Things bcause give u idea for this song..
Ariana,"My brain in store: I see it, I like it, I want it, I g-
My purse: money has left the chat, sorry"
Ariana,"For those who don't know, check My favorite things by Rogers and Hammerstein, 1965"
Ariana,"Jeez Ari, I know your trying to be confident but why are you flexing hard on the poor?"
